Customer ID,Product,Date,Quantity
CUST0325,Sanitizer - Pack 9,2022-10-01,3
CUST0542,Noodles - Pack 1,2022-05-01,1
CUST0047,Flour - Pack 8,2022-07-01,3
CUST0363,Mangoes - Pack 10,2022-08-01,5
CUST0543,Jam - Pack 7,2022-08-01,2
CUST0217,Onions - Pack 8,2022-06-01,6
CUST0759,Oranges - Pack 7,2022-08-01,8
CUST0625,Oranges - Pack 1,2022-08-01,5
CUST0697,Yogurt - Pack 3,2022-08-01,4
CUST0613,Lemons - Pack 7,2022-10-01,4
CUST0312,Bleach - Pack 8,2022-07-01,4
CUST0973,Eggplant - Pack 7,2022-04-01,3
CUST0797,Chips - Pack 7,2022-10-01,6
CUST0246,Soda - Pack 6,2022-02-01,3
CUST0139,Toothbrush - Pack 2,2022-01-01,4
CUST0995,Pasta - Pack 10,2022-08-01,3
CUST0088,Oats - Pack 2,2022-12-01,7
CUST0820,Broccoli - Pack 9,2022-05-01,8
CUST0582,Potatoes - Pack 7,2022-10-01,8
CUST0775,Dish Soap - Pack 10,2022-09-01,4
CUST0284,Bleach - Pack 10,2022-11-01,2
CUST0091,Pasta - Pack 2,2022-08-01,4
CUST0212,Soap - Pack 6,2022-10-01,10
CUST0417,Eggplant - Pack 5,2022-02-01,7
CUST0681,Pasta - Pack 1,2022-10-01,6
CUST0296,Eggs - Pack 7,2022-01-01,4
CUST0732,Tissues - Pack 10,2022-09-01,4
CUST0417,Tea - Pack 10,2022-09-01,7
CUST0686,Yogurt - Pack 6,2022-09-01,6
CUST0783,Beef - Pack 8,2022-06-01,5
CUST0307,Apples - Pack 2,2022-07-01,10
CUST0605,Mayonnaise - Pack 3,2022-10-01,6
CUST0070,Vinegar - Pack 5,2022-03-01,5
CUST0889,Chicken - Pack 7,2022-05-01,2
CUST0296,Biscuits - Pack 6,2022-07-01,4
CUST0657,Cheese - Pack 8,2022-04-01,6
CUST0051,Oats - Pack 2,2022-12-01,7
CUST0193,Soup - Pack 2,2022-10-01,0
CUST0317,Biscuits - Pack 9,2022-12-01,5
CUST0832,Detergent - Pack 3,2022-02-01,2
CUST0007,Jam - Pack 4,2022-04-01,5
CUST0738,Bananas - Pack 9,2022-01-01,6
CUST0586,Chips - Pack 9,2022-09-01,5
CUST0614,Oranges - Pack 5,2022-03-01,3
CUST0357,Mangoes - Pack 10,2022-11-01,4
CUST0922,Sanitizer - Pack 1,2022-07-01,3
CUST0370,Oats - Pack 2,2022-06-01,4
CUST0089,Spinach - Pack 7,2022-10-01,3
CUST0591,Soda - Pack 4,2022-09-01,5
CUST0513,Salt - Pack 8,2022-09-01,7
CUST0442,Potatoes - Pack 6,2022-10-01,3
CUST0832,Mayonnaise - Pack 8,2022-12-01,2
CUST0917,Tomatoes - Pack 7,2022-10-01,7
CUST0058,Biscuits - Pack 9,2022-08-01,6
CUST0040,Water - Pack 6,2022-09-01,4
CUST0317,Oil - Pack 3,2022-02-01,5
CUST0775,Tomatoes - Pack 7,2022-10-01,6
CUST0360,Lemons - Pack 10,2022-08-01,9
CUST0693,Jam - Pack 5,2022-08-01,6
CUST0388,Honey - Pack 1,2022-10-01,5
CUST0381,Napkins - Pack 1,2022-04-01,8
CUST0091,Onions - Pack 9,2022-06-01,7
CUST0597,Oats - Pack 4,2022-01-01,2
CUST0051,Carrots - Pack 4,2022-01-01,6
CUST0301,Chips - Pack 7,2022-08-01,6
CUST0801,Tissues - Pack 1,2022-11-01,9
CUST0548,Bread - Pack 7,2022-12-01,4
CUST0254,Tomato Sauce - Pack 3,2022-10-01,5
CUST0488,Tomatoes - Pack 4,2022-04-01,8
CUST0797,Bananas - Pack 10,2022-05-01,7
CUST0256,Coffee - Pack 5,2022-07-01,2
CUST0419,Detergent - Pack 2,2022-01-01,5
CUST0246,Vinegar - Pack 3,2022-02-01,8
CUST0805,Bleach - Pack 4,2022-06-01,5
CUST0094,Tomatoes - Pack 9,2022-10-01,5
CUST0628,Ketchup - Pack 2,2022-02-01,5
CUST0952,Tea - Pack 9,2022-10-01,7
CUST0279,Flour - Pack 1,2022-04-01,6
CUST0012,Shampoo - Pack 8,2022-10-01,4
CUST0023,Beef - Pack 1,2022-08-01,5
CUST0165,Tea - Pack 5,2022-08-01,4
CUST0271,Water - Pack 1,2022-06-01,9
CUST0051,Grapes - Pack 3,2022-07-01,5
CUST0033,Broccoli - Pack 5,2022-02-01,5
CUST0052,Sugar - Pack 7,2022-05-01,3
CUST0148,Napkins - Pack 10,2022-06-01,3
CUST0325,Apples - Pack 4,2022-07-01,5
CUST0132,Milk - Pack 1,2022-05-01,3
CUST0192,Broccoli - Pack 7,2022-02-01,4
CUST0162,Oil - Pack 7,2022-09-01,3
CUST0064,Biscuits - Pack 1,2022-10-01,7
CUST0230,Oranges - Pack 9,2022-05-01,5
CUST0794,Soup - Pack 10,2022-03-01,6
CUST0309,Soap - Pack 9,2022-05-01,4
CUST0377,Honey - Pack 7,2022-01-01,5
CUST0345,Toothpaste - Pack 4,2022-11-01,1
CUST0306,Pasta - Pack 9,2022-09-01,6
CUST0759,Yogurt - Pack 4,2022-09-01,4
CUST0732,Dish Soap - Pack 3,2022-06-01,1
CUST0239,Yogurt - Pack 2,2022-08-01,5
CUST0565,Biscuits - Pack 9,2022-06-01,4
CUST0095,Broccoli - Pack 1,2022-08-01,3
CUST0744,Corn - Pack 10,2022-01-01,4
CUST0397,Toothbrush - Pack 1,2022-04-01,2
CUST0020,Cabbage - Pack 9,2022-05-01,2
CUST0183,Carrots - Pack 2,2022-03-01,3
CUST0220,Bananas - Pack 9,2022-07-01,5
CUST0490,Flour - Pack 8,2022-11-01,6
CUST0644,Yogurt - Pack 3,2022-02-01,5
CUST0750,Lemons - Pack 3,2022-11-01,8
CUST0351,Spinach - Pack 4,2022-07-01,5
CUST0799,Oranges - Pack 6,2022-08-01,5
CUST0381,Bananas - Pack 1,2022-07-01,4
CUST0990,Apples - Pack 7,2022-11-01,2
CUST0798,Tomato Sauce - Pack 6,2022-05-01,6
CUST0910,Broccoli - Pack 1,2022-02-01,7
CUST0856,Tea - Pack 9,2022-01-01,9
CUST0863,Coffee - Pack 10,2022-07-01,5
CUST0511,Bleach - Pack 3,2022-10-01,5
CUST0941,Butter - Pack 7,2022-12-01,3
CUST0894,Oats - Pack 6,2022-11-01,4
CUST0464,Chips - Pack 6,2022-10-01,5
CUST0071,Shampoo - Pack 1,2022-08-01,2
CUST0505,Sugar - Pack 3,2022-03-01,3
CUST0932,Pasta - Pack 10,2022-01-01,5
CUST0376,Tea - Pack 10,2022-03-01,3
CUST0193,Soda - Pack 8,2022-06-01,9
CUST0170,Tea - Pack 8,2022-09-01,11
CUST0473,Peas - Pack 5,2022-09-01,3
CUST0127,Tissues - Pack 6,2022-09-01,4
CUST0366,Napkins - Pack 1,2022-01-01,4
CUST0283,Milk - Pack 2,2022-01-01,4
CUST0767,Peas - Pack 5,2022-07-01,6
CUST0026,Tissues - Pack 8,2022-04-01,2
CUST0182,Tissues - Pack 10,2022-12-01,4
CUST0192,Pasta - Pack 3,2022-08-01,3
CUST0956,Oranges - Pack 9,2022-05-01,10
CUST0618,Mutton - Pack 5,2022-09-01,5
CUST0202,Soup - Pack 3,2022-10-01,0
CUST0587,Cheese - Pack 6,2022-02-01,6
CUST0780,Fish - Pack 2,2022-03-01,7
CUST0050,Tomatoes - Pack 7,2022-08-01,5
CUST0912,Corn - Pack 1,2022-11-01,5
CUST0505,Grapes - Pack 7,2022-03-01,4
CUST0264,Mayonnaise - Pack 4,2022-11-01,2
CUST0972,Jam - Pack 9,2022-04-01,4
CUST0969,Lemons - Pack 4,2022-01-01,6
CUST0516,Sanitizer - Pack 4,2022-03-01,4
CUST0492,Honey - Pack 2,2022-09-01,7
CUST0009,Oats - Pack 9,2022-02-01,6
CUST0098,Rice - Pack 7,2022-08-01,4
CUST0101,Eggplant - Pack 3,2022-08-01,4
CUST0464,Peas - Pack 9,2022-09-01,3
CUST0957,Cheese - Pack 8,2022-02-01,4
CUST0271,Carrots - Pack 5,2022-06-01,3
CUST0027,Yogurt - Pack 1,2022-12-01,5
CUST0018,Ketchup - Pack 5,2022-10-01,7
CUST0844,Sanitizer - Pack 7,2022-03-01,3
CUST0334,Toothbrush - Pack 4,2022-07-01,2
CUST0053,Soup - Pack 5,2022-08-01,2
CUST0316,Vinegar - Pack 6,2022-03-01,6
CUST0154,Water - Pack 4,2022-08-01,3
CUST0811,Soda - Pack 10,2022-11-01,9
CUST0153,Napkins - Pack 2,2022-03-01,4
CUST0746,Sugar - Pack 3,2022-01-01,4
CUST0649,Onions - Pack 8,2022-12-01,9
CUST0416,Broccoli - Pack 7,2022-03-01,3
CUST0903,Bleach - Pack 10,2022-02-01,5
CUST0420,Ketchup - Pack 5,2022-01-01,4
CUST0169,Corn - Pack 9,2022-06-01,2
CUST0395,Toothbrush - Pack 2,2022-09-01,5
CUST0437,Rice - Pack 6,2022-07-01,3
CUST0570,Beef - Pack 1,2022-01-01,2
CUST0786,Beef - Pack 6,2022-11-01,5
CUST0266,Spinach - Pack 4,2022-04-01,5
CUST0120,Bleach - Pack 10,2022-08-01,10
CUST0942,Napkins - Pack 8,2022-10-01,0
CUST0109,Carrots - Pack 10,2022-11-01,5
CUST0535,Oats - Pack 9,2022-12-01,5
CUST0273,Jam - Pack 10,2022-12-01,5
CUST0007,Dish Soap - Pack 1,2022-06-01,5
CUST0462,Pasta - Pack 7,2022-06-01,9
CUST0852,Bleach - Pack 1,2022-06-01,6
CUST0222,Coffee - Pack 7,2022-07-01,9
CUST0446,Jam - Pack 7,2022-11-01,6
CUST0576,Tomatoes - Pack 4,2022-07-01,6
CUST0005,Bread - Pack 9,2022-03-01,9
CUST0005,Coffee - Pack 6,2022-04-01,1
CUST0773,Toothpaste - Pack 7,2022-04-01,9
CUST0100,Dish Soap - Pack 3,2022-09-01,6
CUST0012,Vinegar - Pack 9,2022-11-01,3
CUST0939,Chicken - Pack 7,2022-06-01,7
CUST0894,Bread - Pack 5,2022-09-01,5
CUST0876,Mangoes - Pack 1,2022-07-01,5
CUST0452,Grapes - Pack 2,2022-09-01,10
CUST0464,Carrots - Pack 5,2022-08-01,5
CUST0615,Juice - Pack 8,2022-07-01,4
CUST0068,Noodles - Pack 6,2022-05-01,4
CUST0674,Grapes - Pack 2,2022-01-01,5
CUST0984,Butter - Pack 8,2022-08-01,4
CUST0605,Bananas - Pack 6,2022-09-01,6
CUST1000,Spinach - Pack 6,2022-12-01,2
CUST0451,Potatoes - Pack 8,2022-12-01,7
CUST0596,Bread - Pack 10,2022-11-01,4
CUST0791,Tomatoes - Pack 6,2022-06-01,9
CUST0760,Yogurt - Pack 4,2022-05-01,7
CUST0712,Tomatoes - Pack 9,2022-09-01,4
CUST0282,Tomatoes - Pack 4,2022-07-01,11
CUST0011,Shampoo - Pack 3,2022-06-01,6
CUST0070,Chips - Pack 6,2022-12-01,4
CUST0447,Mutton - Pack 6,2022-12-01,8
CUST0281,Grapes - Pack 2,2022-01-01,2
CUST0927,Butter - Pack 7,2022-02-01,5
CUST0190,Broccoli - Pack 3,2022-06-01,3
CUST0814,Biscuits - Pack 9,2022-03-01,3
CUST0753,Chips - Pack 4,2022-11-01,3
CUST0583,Bread - Pack 9,2022-01-01,4
CUST0777,Soup - Pack 10,2022-12-01,8
CUST0155,Broccoli - Pack 2,2022-09-01,4
CUST0517,Sanitizer - Pack 2,2022-08-01,2
CUST0451,Broccoli - Pack 2,2022-04-01,5
CUST0200,Eggplant - Pack 2,2022-10-01,4
CUST0053,Biscuits - Pack 3,2022-08-01,4
CUST0827,Bananas - Pack 6,2022-04-01,8
CUST0973,Cereal - Pack 5,2022-06-01,10
CUST0441,Onions - Pack 8,2022-09-01,6
CUST0423,Apples - Pack 2,2022-03-01,3
CUST0810,Salt - Pack 1,2022-01-01,6
CUST0481,Ketchup - Pack 3,2022-03-01,2
CUST0501,Jam - Pack 1,2022-08-01,8
CUST0265,Yogurt - Pack 2,2022-07-01,3
CUST0805,Eggplant - Pack 5,2022-04-01,7
CUST0553,Chips - Pack 4,2022-03-01,8
CUST0405,Bread - Pack 4,2022-01-01,1
CUST0666,Dish Soap - Pack 6,2022-04-01,4
CUST0884,Bread - Pack 2,2022-12-01,3
CUST0729,Soap - Pack 3,2022-02-01,3
CUST0526,Oranges - Pack 3,2022-11-01,6
CUST0748,Potatoes - Pack 6,2022-09-01,5
CUST0152,Honey - Pack 5,2022-09-01,3
CUST0271,Dish Soap - Pack 10,2022-11-01,5
CUST0221,Oats - Pack 4,2022-01-01,6
CUST0657,Beef - Pack 5,2022-11-01,4
CUST0332,Tea - Pack 5,2022-05-01,6
CUST0250,Onions - Pack 6,2022-07-01,7
CUST0674,Sugar - Pack 9,2022-10-01,8
CUST0936,Soda - Pack 7,2022-07-01,6
CUST0008,Mayonnaise - Pack 7,2022-10-01,4
CUST0905,Pickles - Pack 4,2022-11-01,6
CUST0673,Cheese - Pack 2,2022-03-01,1
CUST0401,Vinegar - Pack 2,2022-03-01,9
CUST0808,Tea - Pack 7,2022-07-01,5
CUST0530,Tomatoes - Pack 1,2022-10-01,7
CUST0462,Potatoes - Pack 8,2022-01-01,4
CUST0373,Dish Soap - Pack 7,2022-02-01,0
CUST0366,Tea - Pack 5,2022-07-01,6
CUST0640,Potatoes - Pack 5,2022-01-01,6
CUST0117,Vinegar - Pack 4,2022-06-01,11
CUST0952,Spinach - Pack 6,2022-07-01,5
CUST0883,Carrots - Pack 5,2022-02-01,6
CUST0845,Bleach - Pack 4,2022-11-01,3
CUST0208,Soda - Pack 1,2022-11-01,2
CUST0279,Sanitizer - Pack 7,2022-02-01,7
CUST0254,Napkins - Pack 10,2022-10-01,5
CUST0993,Tomato Sauce - Pack 10,2022-08-01,8
CUST0765,Pasta - Pack 6,2022-07-01,3
CUST0793,Chicken - Pack 7,2022-11-01,3
CUST0415,Sanitizer - Pack 3,2022-04-01,11
CUST0414,Eggs - Pack 9,2022-12-01,4
CUST0394,Cabbage - Pack 8,2022-02-01,7
CUST0092,Tomatoes - Pack 6,2022-09-01,6
CUST0313,Mangoes - Pack 10,2022-02-01,4
CUST0827,Ketchup - Pack 4,2022-09-01,8
CUST0321,Ketchup - Pack 5,2022-01-01,2
CUST0392,Oranges - Pack 10,2022-12-01,6
CUST0741,Fish - Pack 6,2022-12-01,6
CUST0198,Napkins - Pack 3,2022-11-01,7
CUST0288,Corn - Pack 5,2022-12-01,2
CUST0782,Oats - Pack 5,2022-11-01,5
CUST0498,Pasta - Pack 3,2022-05-01,5
CUST0146,Beef - Pack 9,2022-06-01,5
CUST0367,Chicken - Pack 8,2022-04-01,8
CUST0920,Shampoo - Pack 4,2022-01-01,6
CUST0190,Flour - Pack 5,2022-07-01,7
CUST0354,Honey - Pack 1,2022-01-01,8
CUST0788,Coffee - Pack 4,2022-06-01,5
CUST0729,Pickles - Pack 5,2022-02-01,5
CUST0236,Juice - Pack 3,2022-11-01,3
CUST0256,Corn - Pack 3,2022-09-01,3
CUST0985,Bananas - Pack 6,2022-05-01,6
CUST0925,Ketchup - Pack 8,2022-05-01,7
CUST0098,Grapes - Pack 2,2022-02-01,4
CUST0287,Eggs - Pack 7,2022-01-01,10
CUST0588,Chicken - Pack 5,2022-01-01,4
CUST0969,Rice - Pack 4,2022-08-01,6
CUST0819,Grapes - Pack 6,2022-12-01,9
CUST0809,Chips - Pack 7,2022-12-01,3
CUST0805,Eggs - Pack 8,2022-06-01,1
CUST0040,Eggplant - Pack 2,2022-04-01,5
CUST0793,Apples - Pack 2,2022-05-01,6
CUST0153,Potatoes - Pack 7,2022-10-01,5
CUST0280,Honey - Pack 8,2022-06-01,1
CUST0787,Soap - Pack 1,2022-06-01,10
CUST0275,Sanitizer - Pack 2,2022-04-01,7
CUST0028,Tea - Pack 8,2022-06-01,2
CUST0343,Tea - Pack 9,2022-04-01,5
CUST0658,Tea - Pack 8,2022-02-01,9
CUST0773,Yogurt - Pack 4,2022-04-01,6
CUST0101,Honey - Pack 2,2022-05-01,4
CUST0238,Eggplant - Pack 3,2022-08-01,6
CUST0116,Cheese - Pack 8,2022-12-01,3
CUST0943,Yogurt - Pack 2,2022-02-01,3
CUST0781,Soup - Pack 5,2022-06-01,5
CUST0457,Fish - Pack 3,2022-12-01,7
CUST0280,Noodles - Pack 6,2022-09-01,9
CUST0456,Yogurt - Pack 2,2022-08-01,5
CUST0333,Coffee - Pack 9,2022-09-01,1
CUST0576,Toothbrush - Pack 2,2022-05-01,6
CUST0795,Pasta - Pack 3,2022-07-01,4
CUST0615,Honey - Pack 3,2022-07-01,5
CUST0471,Detergent - Pack 10,2022-04-01,2
CUST0658,Yogurt - Pack 7,2022-09-01,4
CUST0766,Vinegar - Pack 3,2022-01-01,5
CUST0429,Carrots - Pack 8,2022-05-01,5
CUST0989,Mangoes - Pack 7,2022-07-01,6
CUST0760,Tissues - Pack 3,2022-11-01,7
CUST0055,Oats - Pack 7,2022-09-01,7
CUST0987,Detergent - Pack 10,2022-08-01,6
CUST0187,Spinach - Pack 5,2022-02-01,5
CUST0357,Yogurt - Pack 6,2022-02-01,6
CUST0161,Eggs - Pack 3,2022-04-01,4
CUST0120,Mangoes - Pack 6,2022-08-01,8
CUST0605,Tea - Pack 10,2022-08-01,7
CUST0930,Oats - Pack 9,2022-03-01,6
CUST0065,Juice - Pack 2,2022-03-01,5
CUST0511,Oil - Pack 6,2022-11-01,5
CUST0218,Soda - Pack 6,2022-03-01,10
CUST0361,Eggplant - Pack 5,2022-04-01,7
CUST0431,Jam - Pack 1,2022-12-01,4
CUST0811,Broccoli - Pack 1,2022-11-01,6
CUST0285,Coffee - Pack 2,2022-08-01,6
CUST0566,Carrots - Pack 6,2022-04-01,2
CUST0441,Tissues - Pack 5,2022-12-01,5
CUST0318,Honey - Pack 5,2022-09-01,5
CUST0024,Tomatoes - Pack 7,2022-05-01,8
CUST0381,Salt - Pack 3,2022-06-01,7
CUST0059,Napkins - Pack 2,2022-05-01,4
CUST0881,Oranges - Pack 5,2022-06-01,5
CUST0961,Grapes - Pack 6,2022-01-01,3
CUST0560,Corn - Pack 5,2022-12-01,4
CUST0313,Spinach - Pack 9,2022-06-01,5
CUST0611,Salt - Pack 1,2022-12-01,7
CUST0194,Onions - Pack 10,2022-12-01,9
CUST0309,Dish Soap - Pack 4,2022-03-01,7
CUST0555,Sanitizer - Pack 4,2022-06-01,4
CUST0203,Shampoo - Pack 3,2022-09-01,6
CUST0022,Mangoes - Pack 7,2022-10-01,4
CUST0370,Jam - Pack 5,2022-02-01,7
CUST0327,Juice - Pack 4,2022-02-01,3
CUST0815,Chicken - Pack 5,2022-04-01,7
CUST0705,Tea - Pack 2,2022-12-01,6
CUST0932,Coffee - Pack 7,2022-01-01,3
CUST0165,Tomatoes - Pack 1,2022-05-01,6
CUST0785,Flour - Pack 9,2022-01-01,8
CUST0866,Dish Soap - Pack 6,2022-02-01,3
CUST0412,Cabbage - Pack 8,2022-09-01,6
CUST0722,Cabbage - Pack 8,2022-06-01,7
CUST0340,Soup - Pack 10,2022-04-01,2
CUST0035,Broccoli - Pack 1,2022-01-01,5
CUST0893,Tissues - Pack 10,2022-03-01,2
CUST0894,Tea - Pack 7,2022-04-01,6
CUST0550,Peas - Pack 6,2022-10-01,7
CUST0390,Dish Soap - Pack 6,2022-12-01,4
CUST0815,Tissues - Pack 1,2022-08-01,8
CUST0151,Broccoli - Pack 7,2022-08-01,3
CUST0792,Fish - Pack 8,2022-02-01,3
CUST0795,Sugar - Pack 9,2022-10-01,6
CUST0215,Juice - Pack 9,2022-12-01,4
CUST0946,Yogurt - Pack 10,2022-08-01,6
CUST0035,Chicken - Pack 7,2022-04-01,4
CUST0592,Potatoes - Pack 8,2022-07-01,6
CUST0865,Vinegar - Pack 2,2022-02-01,6
CUST0907,Mangoes - Pack 10,2022-10-01,7
CUST0284,Onions - Pack 6,2022-06-01,10
CUST0081,Noodles - Pack 1,2022-11-01,6
CUST0725,Pasta - Pack 8,2022-03-01,2
CUST0074,Mangoes - Pack 8,2022-08-01,4
CUST0848,Onions - Pack 8,2022-07-01,8
CUST0713,Napkins - Pack 8,2022-03-01,5
CUST0313,Mangoes - Pack 6,2022-09-01,10
CUST0288,Fish - Pack 7,2022-06-01,5
CUST0384,Jam - Pack 9,2022-12-01,7
CUST0198,Bread - Pack 9,2022-01-01,4
CUST0918,Mayonnaise - Pack 4,2022-02-01,5
CUST0210,Pasta - Pack 9,2022-06-01,2
CUST0932,Bread - Pack 4,2022-10-01,4
CUST0921,Pasta - Pack 10,2022-01-01,5
CUST0354,Napkins - Pack 5,2022-02-01,2
CUST0378,Chips - Pack 10,2022-09-01,4
CUST0054,Milk - Pack 3,2022-03-01,4
CUST0025,Tissues - Pack 2,2022-07-01,7
CUST0338,Beef - Pack 3,2022-03-01,6
CUST0853,Soup - Pack 4,2022-12-01,9
CUST0299,Tomato Sauce - Pack 8,2022-10-01,3
CUST0747,Corn - Pack 9,2022-10-01,3
CUST0376,Potatoes - Pack 5,2022-05-01,8
CUST0292,Oil - Pack 10,2022-01-01,12
CUST0815,Tomatoes - Pack 7,2022-01-01,4
CUST0994,Oats - Pack 8,2022-11-01,5
CUST0760,Jam - Pack 5,2022-05-01,6
CUST0770,Tomatoes - Pack 7,2022-09-01,13
CUST0097,Mayonnaise - Pack 5,2022-11-01,7
CUST0577,Chips - Pack 10,2022-02-01,1
CUST0146,Tomatoes - Pack 7,2022-11-01,3
CUST0428,Biscuits - Pack 10,2022-02-01,4
CUST0760,Napkins - Pack 8,2022-05-01,7
CUST0245,Juice - Pack 3,2022-10-01,6
CUST0752,Biscuits - Pack 8,2022-03-01,7
CUST0815,Beef - Pack 4,2022-02-01,8
CUST0648,Toothpaste - Pack 10,2022-01-01,5
CUST0270,Noodles - Pack 9,2022-07-01,6
CUST0615,Fish - Pack 4,2022-02-01,2
CUST0779,Chips - Pack 7,2022-12-01,8
CUST0222,Dish Soap - Pack 10,2022-08-01,4
CUST0523,Chicken - Pack 5,2022-02-01,3
CUST0913,Tea - Pack 1,2022-09-01,9
CUST0015,Sugar - Pack 5,2022-08-01,7
CUST0086,Oats - Pack 9,2022-01-01,4
CUST0554,Salt - Pack 2,2022-07-01,3
CUST0924,Oats - Pack 9,2022-05-01,10
CUST0862,Sugar - Pack 1,2022-03-01,6
CUST0939,Napkins - Pack 10,2022-07-01,5
CUST0875,Shampoo - Pack 8,2022-02-01,5
CUST0868,Flour - Pack 7,2022-07-01,3
CUST0672,Peas - Pack 6,2022-04-01,2
CUST0298,Mangoes - Pack 1,2022-10-01,4
CUST0697,Pasta - Pack 1,2022-09-01,4
CUST0806,Spinach - Pack 9,2022-07-01,3
CUST0586,Pasta - Pack 1,2022-08-01,3
CUST0576,Carrots - Pack 10,2022-11-01,3
CUST0924,Fish - Pack 4,2022-02-01,9
CUST0454,Sugar - Pack 2,2022-05-01,6
CUST0777,Carrots - Pack 3,2022-07-01,6
CUST0336,Carrots - Pack 9,2022-11-01,3
CUST0194,Sugar - Pack 2,2022-05-01,4
CUST0759,Lemons - Pack 3,2022-11-01,3
CUST0476,Oil - Pack 9,2022-11-01,4
CUST0206,Rice - Pack 8,2022-01-01,3
CUST0786,Toothpaste - Pack 7,2022-06-01,4
CUST0865,Toothbrush - Pack 1,2022-08-01,5
CUST0146,Corn - Pack 1,2022-11-01,3
CUST0133,Soda - Pack 5,2022-04-01,7
CUST0972,Apples - Pack 5,2022-01-01,1
CUST0998,Yogurt - Pack 3,2022-04-01,2
CUST0802,Mutton - Pack 2,2022-05-01,3
CUST0947,Biscuits - Pack 5,2022-05-01,3
CUST0089,Jam - Pack 9,2022-09-01,5
CUST0766,Pasta - Pack 3,2022-08-01,5
CUST0298,Pickles - Pack 8,2022-05-01,3
CUST0310,Carrots - Pack 7,2022-08-01,5
CUST0694,Yogurt - Pack 1,2022-06-01,3
CUST0841,Carrots - Pack 5,2022-07-01,4
CUST0517,Potatoes - Pack 7,2022-09-01,5
CUST0917,Flour - Pack 2,2022-09-01,5
CUST0910,Jam - Pack 7,2022-07-01,4
CUST0849,Flour - Pack 4,2022-06-01,3
CUST0286,Shampoo - Pack 5,2022-08-01,4
CUST0190,Vinegar - Pack 7,2022-06-01,6
CUST0694,Carrots - Pack 3,2022-11-01,3
CUST0104,Lemons - Pack 10,2022-02-01,4
CUST0577,Fish - Pack 7,2022-11-01,3
CUST0599,Soup - Pack 9,2022-08-01,4
CUST0745,Napkins - Pack 2,2022-06-01,7
CUST0467,Corn - Pack 10,2022-08-01,6
CUST0634,Shampoo - Pack 3,2022-05-01,2
CUST0373,Beef - Pack 4,2022-12-01,10
CUST0854,Sugar - Pack 6,2022-10-01,5
CUST0260,Water - Pack 6,2022-04-01,3
CUST0992,Chips - Pack 9,2022-03-01,3
CUST0747,Ketchup - Pack 5,2022-10-01,5
CUST0674,Corn - Pack 9,2022-02-01,3
CUST0375,Rice - Pack 8,2022-04-01,6
CUST0864,Butter - Pack 10,2022-01-01,3
CUST0464,Flour - Pack 2,2022-01-01,2
CUST0477,Eggplant - Pack 9,2022-08-01,7
CUST0770,Yogurt - Pack 10,2022-02-01,2
CUST0479,Broccoli - Pack 3,2022-04-01,6
CUST0240,Detergent - Pack 4,2022-04-01,5
CUST0141,Detergent - Pack 9,2022-01-01,2
CUST0735,Rice - Pack 9,2022-01-01,5
CUST0261,Tea - Pack 10,2022-06-01,5
CUST0230,Spinach - Pack 2,2022-12-01,6
CUST0614,Eggplant - Pack 2,2022-07-01,7
CUST0486,Beef - Pack 7,2022-10-01,4
CUST0411,Yogurt - Pack 5,2022-10-01,4
CUST0409,Milk - Pack 5,2022-12-01,4
CUST0495,Oil - Pack 7,2022-03-01,6
CUST0239,Soda - Pack 4,2022-10-01,4
CUST0924,Flour - Pack 2,2022-07-01,3
CUST0860,Mutton - Pack 6,2022-04-01,4
CUST0837,Tea - Pack 9,2022-11-01,6
CUST0317,Flour - Pack 1,2022-03-01,5
CUST0730,Oil - Pack 6,2022-01-01,4
CUST0787,Bleach - Pack 10,2022-07-01,3
CUST0079,Napkins - Pack 10,2022-09-01,7
CUST0172,Bananas - Pack 5,2022-05-01,7
CUST0594,Bananas - Pack 4,2022-08-01,2
CUST0382,Carrots - Pack 4,2022-06-01,9
CUST0533,Oranges - Pack 9,2022-04-01,6
CUST0475,Shampoo - Pack 5,2022-09-01,7
CUST0135,Dish Soap - Pack 5,2022-07-01,4
CUST0878,Soap - Pack 7,2022-01-01,3
CUST0230,Noodles - Pack 7,2022-09-01,4
CUST0267,Cereal - Pack 7,2022-06-01,3
CUST0080,Ketchup - Pack 5,2022-07-01,2
CUST0138,Fish - Pack 9,2022-12-01,7
CUST0040,Eggs - Pack 3,2022-06-01,6
CUST0486,Broccoli - Pack 3,2022-03-01,6
CUST0962,Flour - Pack 3,2022-06-01,7
CUST0549,Mangoes - Pack 10,2022-11-01,5
CUST0259,Lemons - Pack 8,2022-01-01,4
CUST0422,Tissues - Pack 10,2022-06-01,8
CUST0088,Ketchup - Pack 3,2022-02-01,5
CUST0681,Cabbage - Pack 8,2022-08-01,4
CUST0380,Apples - Pack 5,2022-10-01,1
CUST0239,Lemons - Pack 2,2022-09-01,5
CUST0381,Oranges - Pack 8,2022-01-01,4
CUST0450,Milk - Pack 7,2022-01-01,6
CUST0520,Noodles - Pack 1,2022-04-01,9
CUST0463,Shampoo - Pack 3,2022-04-01,7
CUST0575,Eggs - Pack 8,2022-04-01,3
CUST0583,Napkins - Pack 10,2022-05-01,6
CUST0635,Bleach - Pack 3,2022-09-01,9
CUST0174,Eggplant - Pack 1,2022-04-01,3
CUST0878,Bananas - Pack 1,2022-08-01,6
CUST0950,Eggplant - Pack 8,2022-11-01,14
